1991	12	28	16	40	1991	12	30	7	40	39	0
1999	12	22	16	30	1999	12	23	9	15	16	45
1999	12	23	16	30	1999	12	24	8	15	15	45
2000	1	26	16	15	2000	1	27	9	45	17	30
2000	1	27	16	35	2000	1	28	9	0	16	25
2004	12	31	16	30	2005	1	1	9	45	17	15
2005	1	14	16	30	2005	1	15	7	5	14	35
2006	3	1	16	30	2006	3	2	7	5	14	35
2007	1	7	22	35	2007	1	8	8	30	9	55
2007	1	8	16	30	2007	1	9	9	0	16	30
2007	12	31	16	20	2008	1	1	7	45	15	25
2008	1	1	16	30	2008	1	2	9	45	17	15
2008	1	2	22	45	2008	1	3	8	45	10	0
2008	2	9	16	30	2008	2	10	7	45	15	15
2009	1	9	16	30	2009	1	10	7	45	15	15
2009	1	10	16	30	2009	1	11	8	45	16	15
2009	1	12	16	30	2009	1	13	7	30	15	0
2009	1	13	16	30	2009	1	14	7	35	15	5
2010	3	10	16	30	2010	3	11	7	45	15	15
2010	12	16	12	0	2010	12	17	8	30	20	30
2010	12	17	16	30	2010	12	18	9	15	16	45
2010	12	25	23	0	2010	12	26	7	45	8	45
2010	12	26	16	20	2010	12	27	9	30	17	10
2010	12	27	16	15	2010	12	28	7	45	15	30
2011	1	11	16	30	2011	1	12	7	45	15	15
2011	1	15	16	30	2011	1	16	10	15	17	45
2011	1	17	3	50	2011	1	17	9	45	5	55
2012	12	23	16	30	2012	12	24	7	45	15	15
2012	12	30	22	45	2012	12	31	9	45	11	00
2012	12	31	16	30	2013	1	1	9	5	16	35
2013	12	28	16	30	2013	12	29	8	45	16	15
2013	12	29	16	30	2013	12	30	8	45	16	15
2016	1	23	12	0	2016	1	26	9	45	69	45
2016	2	7	19	45	2016	2	8	8	45	13	00
2018	2	3	19	30	2018	2	4	7	45	12	15
2018	2	4	16	30	2018	2	5	11	30	19	00
2018	2	5	16	30	2018	2	6	9	15	16	45
2020	2	17	16	30	2020	2	18	7	45	15	15
2020	12	31	16	30	2021	1	1	9	45	17	15
2021	1	1	16	30	2021	1	2	9	45	17	15
2021	1	2	16	30	2021	1	3	7	45	15	15
2021	1	8	16	30	2021	1	9	9	45	17	15
2021	1	12	16	30	2021	1	13	10	0	17	30
2021	1	13	16	30	2021	1	14	9	0	16	30
2022	2	23	16	30	2022	2	24	7	45	15	15
2022	12	18	16	30	2022	12	19	7	45	15	15
2023	1	28	16	30	2023	1	29	7	45	15	15
2023	1	29	16	30	2023	1	30	8	45	16	15
UUUU
